CASE_NAME,ABS_WF_D,STAT_CC_D,STAT_CC_A,STAT_CC_D_AN,STAT_CC_A_CA,STAT_N,STAT_N_D,STAT_N_A,ABS_F_D,CT_F_CONN_D,CT_F_CONN_D_AN,CT_F_CONN_A_CA,DISS_WF10_D,DISS_F10_D,STAT_E,CT_E_CONN,CT_F_E_CONN,CT_E_D_AN,CT_E_A_CA,CT_F_D_TORT1,CT_F_A_TORT1,INT_D,INT_R,INT_G,JSC,JSC_INT_D,INT_R_INT_D,INT_D_INT_G,PASS_TEST
t1_80x80_test00250,0.3506709933280945,3,16,2,1,6400,3385,3015,0.528905987739563,0.9975000023841858,0.9997050166130066,0.9950249791145325,0.8219410181045532,1,1996,1932,0.9679359793663025,1782,1671,0.33215099573135376,0.5086669921875,5.307413382882641e+27,1.350639462973017e+27,6.141315419739229e+27,8.830889701843262,0.7717825174331665,0.25448164343833923,0.8642144799232483,True
t1_80x80_test00070,0.34978801012039185,10,30,2,2,6400,3376,3024,0.5274999737739563,0.9937499761581421,0.9976300001144409,0.9894180297851562,0.8243060111999512,1,2148,1997,0.9297019839286804,1842,1679,0.36431100964546204,0.4832890033721924,5.132404842210734e+27,9.220600598025142e+26,6.168125474854101e+27,9.265700340270996,0.8373957276344299,0.1796545833349228,0.8320850133895874,True
t1_40x40_test01390,0.3524619936943054,2,3,2,1,1600,855,745,0.534375011920929,0.9987499713897705,1,0.997314989566803,0.7704370021820068,1,713,705,0.9887800216674805,657,561,0.37193000316619873,0.6406459808349609,4.326473086884277e+27,4.441877836270788e+26,6.147623320768722e+27,8.531530380249023,0.9146739840507507,0.1026674136519432,0.703763484954834,True
t1_40x40_test00910,0.35168901085853577,3,1,3,1,1600,854,746,0.5337499976158142,1,1,1,0.7523040175437927,1,677,677,1,618,544,0.4192039966583252,0.6528149843215942,4.269897955827878e+27,6.782535016639912e+26,6.138114835855464e+27,8.01455020904541,0.8706328868865967,0.15884537994861603,0.6956366896629333,True
t1_40x40_test00330,0.3537519872188568,2,2,2,1,1600,852,748,0.5325000286102295,0.9993749856948853,1,0.9986630082130432,0.7362629771232605,1,622,618,0.993569016456604,581,507,0.46009400486946106,0.6492639780044556,4.260616144505798e+27,7.324214064057475e+26,6.137743539790749e+27,7.810999870300293,0.850369393825531,0.1719050407409668,0.6941665410995483,True
t1_40x40_test00700,0.35389700531959534,4,4,4,1,1600,856,744,0.5350000262260437,0.9981250166893005,1,0.9959679841995239,0.7505170106887817,1,666,654,0.9819819927215576,610,523,0.446262001991272,0.663968026638031,4.256005639078991e+27,4.225243332152839e+26,6.174619319063857e+27,8.43589973449707,0.9193960428237915,0.09927720576524734,0.6892741918563843,True
t1_20x20_test00870,0.34095299243927,3,1,3,1,400,207,193,0.5174999833106995,1,1,1,0.6301130056381226,0.9951689839363098,206,206,1,185,154,0.6473429799079895,0.7772020101547241,3.422252651914519e+27,3.7111727887206346e+26,5.826920919663131e+27,6.822239875793457,0.9246733784675598,0.10844239592552185,0.5873175263404846,True
t1_40x40_test01380,0.3524619936943054,2,3,2,1,1600,855,745,0.534375011920929,0.9987499713897705,1,0.997314989566803,0.7704370021820068,1,713,705,0.9887800216674805,657,561,0.37193000316619873,0.6406459808349609,4.326473086884277e+27,4.441877836270788e+26,6.147623320768722e+27,8.531530380249023,0.9146739840507507,0.1026674136519432,0.703763484954834,True
t1_20x20_test00500,0.3743259906768799,1,1,1,1,400,213,187,0.5325000286102295,1,1,1,0.5061650276184082,0.8122069835662842,178,178,1,152,119,0.68544602394104,0.7700530290603638,2.7889177837267495e+27,3.07392300493159e+26,6.591245379648549e+27,5.415599822998047,0.9007084965705872,0.11021920293569565,0.4231245517730713,True
t1_40x40_test00770,0.35389700531959534,4,4,4,1,1600,856,744,0.5350000262260437,0.9981250166893005,1,0.9959679841995239,0.7505170106887817,1,666,654,0.9819819927215576,610,523,0.446262001991272,0.663968026638031,4.256005639078991e+27,4.225243332152839e+26,6.174619319063857e+27,8.43589973449707,0.9193960428237915,0.09927720576524734,0.6892741918563843,True
t1_40x40_test00620,0.34964099526405334,2,3,2,1,1600,848,752,0.5299999713897705,0.9987499713897705,1,0.9973400235176086,0.7485380172729492,1,658,650,0.9878420233726501,600,536,0.4587259888648987,0.6439999938011169,4.623362069556283e+27,1.0959696172494865e+27,6.179257863541656e+27,7.786159992218018,0.781157910823822,0.2370503544807434,0.7482066750526428,True
t1_40x40_test00450,0.35182398557662964,1,1,1,1,1600,851,749,0.5318750143051147,1,1,1,0.7365009784698486,1,618,618,1,573,510,0.4582839906215668,0.6475300192832947,4.7134595093871427e+27,1.4221875948331172e+27,6.174387332810386e+27,7.388969898223877,0.7271391749382019,0.3017290532588959,0.763388991355896,True
t1_40x40_test00900,0.35168901085853577,3,1,3,1,1600,854,746,0.5337499976158142,1,1,1,0.7523040175437927,1,677,677,1,618,544,0.4192039966583252,0.6528149843215942,4.269897955827878e+27,6.782535016639912e+26,6.138114835855464e+27,8.01455020904541,0.8706328868865967,0.15884537994861603,0.6956366896629333,True
t1_80x80_test00260,0.3504529893398285,4,13,3,1,6400,3393,3007,0.5301560163497925,0.9979689717292786,0.9997050166130066,0.9960089921951294,0.8238080143928528,1,2041,1989,0.9745219945907593,1814,1725,0.34846699237823486,0.48848098516464233,5.412892160644018e+27,1.412084977186733e+27,6.172532033078429e+27,8.92000961303711,0.7643800973892212,0.2608744204044342,0.8769322037696838,True
t1_20x20_test00540,0.3743259906768799,1,1,1,1,400,213,187,0.5325000286102295,1,1,1,0.5061650276184082,0.8122069835662842,178,178,1,152,119,0.68544602394104,0.7700530290603638,2.7889177837267495e+27,3.07392300493159e+26,6.591245379648549e+27,5.415599822998047,0.9007084965705872,0.11021920293569565,0.4231245517730713,True
t1_80x80_test00590,0.3540489971637726,3,6,3,1,6400,3424,2976,0.5350000262260437,0.9990620017051697,1,0.997983992099762,0.837224006652832,1,2144,2120,0.9888060092926025,1943,1757,0.33148398995399475,0.5114480257034302,5.243588238683417e+27,1.0412497859250448e+27,6.143263395913413e+27,9.333620071411133,0.8256479501724243,0.19857579469680786,0.8535509705543518,True
t1_80x80_test00560,0.35568198561668396,4,9,3,1,6400,3431,2969,0.5360940098762512,0.9985939860343933,0.9997090101242065,0.9973049759864807,0.8331339955329895,1,2138,2102,0.983161985874176,1924,1743,0.3099130094051361,0.5336040258407593,5.116309246349683e+27,8.131397836797702e+26,6.156853776355302e+27,9.471050262451172,0.8586471676826477,0.1589309424161911,0.8309940695762634,True
t1_20x20_test00530,0.3743259906768799,1,1,1,1,400,213,187,0.5325000286102295,1,1,1,0.5061650276184082,0.8122069835662842,178,178,1,152,119,0.68544602394104,0.7700530290603638,2.7889177837267495e+27,3.07392300493159e+26,6.591245379648549e+27,5.415599822998047,0.9007084965705872,0.11021920293569565,0.4231245517730713,True
t1_40x40_test00730,0.35389700531959534,4,4,4,1,1600,856,744,0.5350000262260437,0.9981250166893005,1,0.9959679841995239,0.7505170106887817,1,666,654,0.9819819927215576,610,523,0.446262001991272,0.663968026638031,4.256005639078991e+27,4.225243332152839e+26,6.174619319063857e+27,8.43589973449707,0.9193960428237915,0.09927720576524734,0.6892741918563843,True
t1_20x20_test00520,0.3743259906768799,1,1,1,1,400,213,187,0.5325000286102295,1,1,1,0.5061650276184082,0.8122069835662842,178,178,1,152,119,0.68544602394104,0.7700530290603638,2.7889177837267495e+27,3.07392300493159e+26,6.591245379648549e+27,5.415599822998047,0.9007084965705872,0.11021920293569565,0.4231245517730713,True
t1_40x40_test00870,0.3508780002593994,3,3,3,1,1600,852,748,0.5325000286102295,0.9987499713897705,1,0.9973260164260864,0.758201003074646,1,687,679,0.9883549809455872,631,546,0.45187801122665405,0.662198007106781,4.3856830032902124e+27,6.208387486043332e+26,6.179025877288185e+27,8.27068042755127,0.8747367858886719,0.14156033098697662,0.7097693085670471,True
t1_40x40_test00290,0.35532400012016296,3,1,3,1,1600,853,747,0.5331249833106995,1,1,1,0.7320830225944519,1,633,633,1,569,518,0.47362300753593445,0.6331989765167236,4.394162012310205e+27,8.727068290509724e+26,6.217339617155327e+27,7.885119915008545,0.8323493599891663,0.1986059844493866,0.7067592144012451,True
t1_20x20_test00630,0.36191698908805847,1,1,1,1,400,208,192,0.5199999809265137,1,1,1,0.5523859858512878,0.903846025466919,202,202,1,159,135,0.6201919913291931,0.7291669845581055,2.880671003305665e+27,3.242466109379615e+26,6.31855055620781e+27,5.502530097961426,0.8860172033309937,0.11255939304828644,0.4559069573879242,True
t1_20x20_test00760,0.35927700996398926,1,1,1,1,400,211,189,0.5274999737739563,1,1,1,0.6100710034370422,0.9905210137367249,204,204,1,181,138,0.5355449914932251,0.735450029373169,3.126569643583076e+27,3.177430268473345e+26,6.178144565643319e+27,6.192530155181885,0.9186993837356567,0.10162672400474548,0.5060693621635437,True
t1_20x20_test00400,0.3794580101966858,1,1,1,1,400,212,188,0.5299999713897705,1,1,1,0.44418099522590637,0.7169809937477112,178,178,1,131,117,0.7358490228652954,0.829787015914917,2.614108467890838e+27,1.945410047615635e+26,6.58326694147574e+27,5.220980167388916,0.9264070391654968,0.07441964000463486,0.39708372950553894,True
t1_80x80_test00690,0.3559589982032776,1,9,1,1,6400,3438,2962,0.5371879935264587,0.9987499713897705,1,0.9972990155220032,0.8371909856796265,1,2129,2097,0.9849690198898315,1950,1764,0.31529998779296875,0.5280969738960266,5.39262199281211e+27,1.2661731500250742e+27,6.193172906679242e+27,9.274979591369629,0.7977859973907471,0.23479729890823364,0.8707365393638611,True
t1_40x40_test00140,0.35411199927330017,4,3,3,1,1600,852,748,0.5325000286102295,0.9975000023841858,0.9988260269165039,0.9959890246391296,0.7151539921760559,1,600,586,0.9766669869422913,537,491,0.47826099395751953,0.6604030132293701,4.220618880987513e+27,7.815890629119078e+26,6.205603946149586e+27,7.704919815063477,0.8467698693275452,0.18518351018428802,0.6801301836967468,True
t1_80x80_test00710,0.3540610074996948,1,8,1,2,6400,3425,2975,0.5351560115814209,0.9990620017051697,1,0.9979829788208008,0.8383479714393616,1,2152,2128,0.9888479709625244,1950,1791,0.33167898654937744,0.5079150199890137,5.557890062317289e+27,1.4868059490275114e+27,6.165064200781581e+27,9.054400444030762,0.7556542158126831,0.26751264929771423,0.9015137553215027,True
t1_80x80_test00310,0.3503369987010956,3,8,2,2,6400,3389,3011,0.5295310020446777,0.9989060163497925,0.9997050166130066,0.9980069994926453,0.8251479864120483,1,2014,1986,0.986096978187561,1825,1714,0.35360100865364075,0.5094839930534363,5.553483504092961e+27,1.7741071995737185e+27,6.105923644133363e+27,8.528989791870117,0.7123697996139526,0.3194584250450134,0.9095239043235779,True
t1_20x20_test00300,0.3833500146865845,1,1,1,1,400,211,189,0.5274999737739563,1,1,1,0.3811819851398468,0.6208530068397522,148,148,1,111,104,0.7819910049438477,0.8518519997596741,2.0859644606829426e+27,1.945553747751969e+26,6.2796801673915e+27,4.19566011428833,0.9329680800437927,0.09326878935098648,0.3321768641471863,True
t1_40x40_test01330,0.3524619936943054,2,3,2,1,1600,855,745,0.534375011920929,0.9987499713897705,1,0.997314989566803,0.7704370021820068,1,713,705,0.9887800216674805,657,561,0.37193000316619873,0.6406459808349609,4.326473086884277e+27,4.441877836270788e+26,6.147623320768722e+27,8.531530380249023,0.9146739840507507,0.1026674136519432,0.703763484954834,True
t1_80x80_test00500,0.35568198561668396,4,9,3,1,6400,3431,2969,0.5360940098762512,0.9985939860343933,0.9997090101242065,0.9973049759864807,0.8331339955329895,1,2138,2102,0.983161985874176,1924,1743,0.3099130094051361,0.5336040258407593,5.116309246349683e+27,8.131397836797702e+26,6.156853776355302e+27,9.471050262451172,0.8586471676826477,0.1589309424161911,0.8309940695762634,True
t1_40x40_test00710,0.35389700531959534,4,4,4,1,1600,856,744,0.5350000262260437,0.9981250166893005,1,0.9959679841995239,0.7505170106887817,1,666,654,0.9819819927215576,610,523,0.446262001991272,0.663968026638031,4.256005639078991e+27,4.225243332152839e+26,6.174619319063857e+27,8.43589973449707,0.9193960428237915,0.09927720576524734,0.6892741918563843,True
t1_40x40_test00530,0.35523900389671326,3,1,3,1,1600,857,743,0.5356249809265137,1,1,1,0.7382799983024597,1,645,645,1,590,525,0.46557798981666565,0.6581429839134216,4.25053212117744e+27,6.460394359792382e+26,6.200919358598579e+27,8.01509952545166,0.874659538269043,0.15199024975299835,0.6854680776596069,True
t1_80x80_test00180,0.34991899132728577,7,13,3,1,6400,3384,3016,0.5287500023841858,0.9975000023841858,0.9988179802894592,0.9960209727287292,0.8201630115509033,1,2022,1958,0.9683480262756348,1787,1685,0.3482249975204468,0.4973370134830475,5.583355423576163e+27,1.816205768602928e+27,6.12007126382023e+27,8.509610176086426,0.7069485187530518,0.3252893090248108,0.9123023748397827,True
t1_80x80_test00130,0.350600004196167,11,19,2,1,6400,3384,3016,0.5287500023841858,0.9948440194129944,0.9967489838600159,0.9927060008049011,0.8226199746131897,1,2088,1966,0.9415709972381592,1815,1688,0.3450930118560791,0.5110219717025757,4.99770406065336e+27,7.841030589812492e+26,6.145026019203144e+27,9.298959732055664,0.8630526065826416,0.15689265727996826,0.8132925629615784,True
t1_80x80_test00120,0.350600004196167,11,19,2,1,6400,3384,3016,0.5287500023841858,0.9948440194129944,0.9967489838600159,0.9927060008049011,0.8226199746131897,1,2088,1966,0.9415709972381592,1815,1688,0.3450930118560791,0.5110219717025757,4.99770406065336e+27,7.841030589812492e+26,6.145026019203144e+27,9.298959732055664,0.8630526065826416,0.15689265727996826,0.8132925629615784,True
t1_40x40_test00340,0.3537519872188568,2,2,2,1,1600,852,748,0.5325000286102295,0.9993749856948853,1,0.9986630082130432,0.7362629771232605,1,622,618,0.993569016456604,581,507,0.46009400486946106,0.6492639780044556,4.260616144505798e+27,7.324214064057475e+26,6.137743539790749e+27,7.810999870300293,0.850369393825531,0.1719050407409668,0.6941665410995483,True
t1_20x20_test00750,0.35927700996398926,1,1,1,1,400,211,189,0.5274999737739563,1,1,1,0.6100710034370422,0.9905210137367249,204,204,1,181,138,0.5355449914932251,0.735450029373169,3.126569643583076e+27,3.177430268473345e+26,6.178144565643319e+27,6.192530155181885,0.9186993837356567,0.10162672400474548,0.5060693621635437,True
t1_80x80_test00420,0.3534570038318634,4,11,1,2,6400,3405,2995,0.5320309996604919,0.9981250166893005,0.999118983745575,0.9969949722290039,0.8305240273475647,1,2079,2031,0.9769120216369629,1873,1726,0.3403880000114441,0.5375080108642578,5.298786209614249e+27,1.190088521075391e+27,6.154766490369873e+27,9.122989654541016,0.7986090183258057,0.22459645569324493,0.8609239459037781,True
t1_40x40_test01320,0.3524619936943054,2,3,2,1,1600,855,745,0.534375011920929,0.9987499713897705,1,0.997314989566803,0.7704370021820068,1,713,705,0.9887800216674805,657,561,0.37193000316619873,0.6406459808349609,4.326473086884277e+27,4.441877836270788e+26,6.147623320768722e+27,8.531530380249023,0.9146739840507507,0.1026674136519432,0.703763484954834,True
t1_20x20_test00990,0.3391219973564148,4,1,4,1,400,206,194,0.5149999856948853,1,1,1,0.6481770277023315,1,227,227,1,190,160,0.6407769918441772,0.7731959819793701,3.6783696078171436e+27,3.367416606102413e+26,5.894178043703781e+27,7.450739860534668,0.9395447373390198,0.0915464535355568,0.6240682601928711,True
t1_20x20_test00710,0.35927700996398926,1,1,1,1,400,211,189,0.5274999737739563,1,1,1,0.6100710034370422,0.9905210137367249,204,204,1,181,138,0.5355449914932251,0.735450029373169,3.126569643583076e+27,3.177430268473345e+26,6.178144565643319e+27,6.192530155181885,0.9186993837356567,0.10162672400474548,0.5060693621635437,True
t1_20x20_test00340,0.36996400356292725,1,1,1,1,400,204,196,0.5099999904632568,1,1,1,0.4222939908504486,0.6911759972572327,160,160,1,121,108,0.764706015586853,0.7959179878234863,2.1275575889245326e+27,9.095315661832288e+25,6.142474760710774e+27,4.467480182647705,0.9739904403686523,0.042750034481287,0.34636813402175903,True
t1_20x20_test00210,0.3970769941806793,1,1,1,1,400,216,184,0.5400000214576721,1,1,1,0.32762598991394043,0.5370370149612427,132,132,1,96,84,0.8796300292015076,0.9782609939575195,1.766968604765098e+27,9.69645954121214e+24,6.345360611322682e+27,3.7942299842834473,0.9960203766822815,0.0054876240901649,0.27846622467041016,True
t1_40x40_test00320,0.3537519872188568,2,2,2,1,1600,852,748,0.5325000286102295,0.9993749856948853,1,0.9986630082130432,0.7362629771232605,1,622,618,0.993569016456604,581,507,0.46009400486946106,0.6492639780044556,4.260616144505798e+27,7.324214064057475e+26,6.137743539790749e+27,7.810999870300293,0.850369393825531,0.1719050407409668,0.6941665410995483,True
t1_40x40_test01190,0.35004401206970215,2,2,2,1,1600,846,754,0.5287500023841858,0.9993749856948853,1,0.9986739754676819,0.7672330141067505,1,714,710,0.9943979978561401,648,557,0.4586290121078491,0.6414340138435364,4.4544852266144765e+27,8.226904009564926e+26,6.102723060249598e+27,8.097780227661133,0.8432218432426453,0.18468810617923737,0.729917585849762,True
t1_20x20_test00680,0.3623279929161072,1,1,1,1,400,211,189,0.5274999737739563,1,1,1,0.5822330117225647,0.9857820272445679,200,200,1,168,135,0.5308060050010681,0.767195999622345,2.787452079229629e+27,1.813112028260838e+26,6.033842032434651e+27,5.7086501121521,0.9499470591545105,0.06504549831151962,0.46196967363357544,True
t1_40x40_test00950,0.35168901085853577,3,1,3,1,1600,854,746,0.5337499976158142,1,1,1,0.7523040175437927,1,677,677,1,618,544,0.4192039966583252,0.6528149843215942,4.269897955827878e+27,6.782535016639912e+26,6.138114835855464e+27,8.01455020904541,0.8706328868865967,0.15884537994861603,0.6956366896629333,True
t1_40x40_test01350,0.3524619936943054,2,3,2,1,1600,855,745,0.534375011920929,0.9987499713897705,1,0.997314989566803,0.7704370021820068,1,713,705,0.9887800216674805,657,561,0.37193000316619873,0.6406459808349609,4.326473086884277e+27,4.441877836270788e+26,6.147623320768722e+27,8.531530380249023,0.9146739840507507,0.1026674136519432,0.703763484954834,True
t1_40x40_test00750,0.35389700531959534,4,4,4,1,1600,856,744,0.5350000262260437,0.9981250166893005,1,0.9959679841995239,0.7505170106887817,1,666,654,0.9819819927215576,610,523,0.446262001991272,0.663968026638031,4.256005639078991e+27,4.225243332152839e+26,6.174619319063857e+27,8.43589973449707,0.9193960428237915,0.09927720576524734,0.6892741918563843,True
t1_80x80_test00680,0.3559589982032776,1,9,1,1,6400,3438,2962,0.5371879935264587,0.9987499713897705,1,0.9972990155220032,0.8371909856796265,1,2129,2097,0.9849690198898315,1950,1764,0.31529998779296875,0.5280969738960266,5.39262199281211e+27,1.2661731500250742e+27,6.193172906679242e+27,9.274979591369629,0.7977859973907471,0.23479729890823364,0.8707365393638611,True
t1_40x40_test00970,0.35168901085853577,3,1,3,1,1600,854,746,0.5337499976158142,1,1,1,0.7523040175437927,1,677,677,1,618,544,0.4192039966583252,0.6528149843215942,4.269897955827878e+27,6.782535016639912e+26,6.138114835855464e+27,8.01455020904541,0.8706328868865967,0.15884537994861603,0.6956366896629333,True
t1_40x40_test01050,0.3514379858970642,3,1,3,1,1600,852,748,0.5325000286102295,1,1,1,0.7617120146751404,1,693,693,1,637,551,0.40962401032447815,0.6430479884147644,4.731410109832246e+27,1.2032060745731822e+27,6.215947699634501e+27,7.968510150909424,0.7811958193778992,0.2543017864227295,0.7611727714538574,True
t1_20x20_test00820,0.3487490117549896,1,1,1,1,400,209,191,0.5224999785423279,1,1,1,0.6448569893836975,1,222,222,1,195,152,0.5980859994888306,0.7748690247535706,3.4943342636132306e+27,4.2273909020979004e+26,5.977531353901293e+27,6.836510181427002,0.9074932932853699,0.120978444814682,0.5845781564712524,True
t1_80x80_test00400,0.3534570038318634,4,11,1,2,6400,3405,2995,0.5320309996604919,0.9981250166893005,0.999118983745575,0.9969949722290039,0.8305240273475647,1,2079,2031,0.9769120216369629,1873,1726,0.3403880000114441,0.5375080108642578,5.298786209614249e+27,1.190088521075391e+27,6.154766490369873e+27,9.122989654541016,0.7986090183258057,0.22459645569324493,0.8609239459037781,True
t1_40x40_test00020,0.34804800152778625,2,14,1,1,1600,838,762,0.5237500071525574,0.9906250238418579,0.9976130127906799,0.9829400181770325,0.7394800186157227,0.9988070130348206,663,607,0.9155349731445312,586,489,0.4557420015335083,0.5514019727706909,4.5698668068904306e+27,1.1528232203544223e+27,6.239279141538929e+27,7.416820049285889,0.7528138756752014,0.2522662580013275,0.7324350476264954,True
t1_80x80_test00430,0.3534570038318634,4,11,1,2,6400,3405,2995,0.5320309996604919,0.9981250166893005,0.999118983745575,0.9969949722290039,0.8305240273475647,1,2079,2031,0.9769120216369629,1873,1726,0.3403880000114441,0.5375080108642578,5.298786209614249e+27,1.190088521075391e+27,6.154766490369873e+27,9.122989654541016,0.7986090183258057,0.22459645569324493,0.8609239459037781,True
t1_20x20_test00960,0.3391219973564148,4,1,4,1,400,206,194,0.5149999856948853,1,1,1,0.6481770277023315,1,227,227,1,190,160,0.6407769918441772,0.7731959819793701,3.6783696078171436e+27,3.367416606102413e+26,5.894178043703781e+27,7.450739860534668,0.9395447373390198,0.0915464535355568,0.6240682601928711,True
t1_20x20_test00610,0.36191698908805847,1,1,1,1,400,208,192,0.5199999809265137,1,1,1,0.5523859858512878,0.903846025466919,202,202,1,159,135,0.6201919913291931,0.7291669845581055,2.880671003305665e+27,3.242466109379615e+26,6.31855055620781e+27,5.502530097961426,0.8860172033309937,0.11255939304828644,0.4559069573879242,True
t1_40x40_test01040,0.3514379858970642,3,1,3,1,1600,852,748,0.5325000286102295,1,1,1,0.7617120146751404,1,693,693,1,637,551,0.40962401032447815,0.6430479884147644,4.731410109832246e+27,1.2032060745731822e+27,6.215947699634501e+27,7.968510150909424,0.7811958193778992,0.2543017864227295,0.7611727714538574,True
t1_80x80_test00320,0.3503369987010956,3,8,2,2,6400,3389,3011,0.5295310020446777,0.9989060163497925,0.9997050166130066,0.9980069994926453,0.8251479864120483,1,2014,1986,0.986096978187561,1825,1714,0.35360100865364075,0.5094839930534363,5.553483504092961e+27,1.7741071995737185e+27,6.105923644133363e+27,8.528989791870117,0.7123697996139526,0.3194584250450134,0.9095239043235779,True
t1_20x20_test00880,0.34338700771331787,3,1,3,1,400,208,192,0.5199999809265137,1,1,1,0.6410539746284485,1,215,215,1,191,153,0.6346150040626526,0.78125,3.498003247222515e+27,2.930478909405136e+26,5.871542560559766e+27,7.036600112915039,0.9330739378929138,0.08377576619386673,0.595755398273468,True
t1_40x40_test00200,0.3571160137653351,1,1,1,1,1600,857,743,0.5356249809265137,1,1,1,0.7217050194740295,1,581,581,1,550,493,0.4492419958114624,0.6675639748573303,4.577807761279281e+27,1.3306430448231632e+27,6.188673672012688e+27,7.2856597900390625,0.7382181882858276,0.29067254066467285,0.7397074103355408,True
t1_20x20_test00140,0.3894670009613037,1,1,1,1,400,209,191,0.5224999785423279,1,1,1,0.3093949854373932,0.5215309858322144,106,106,1,88,75,0.9665070176124573,0.989529013633728,1.5484834494946985e+27,9.33795341120787e+24,6.184916439179754e+27,3.278630018234253,0.9821079969406128,0.006030386313796043,0.2503644824028015,True
t1_40x40_test00190,0.3554309904575348,2,1,2,1,1600,850,750,0.53125,1,1,1,0.7252259850502014,1,604,604,1,557,506,0.48941200971603394,0.6373329758644104,4.349530926680604e+27,9.908483373882586e+26,6.124895161182481e+27,7.5057902336120605,0.8004374504089355,0.22780579328536987,0.7101396322250366,True
t1_20x20_test00790,0.35163700580596924,1,1,1,1,400,210,190,0.5249999761581421,1,1,1,0.6311349868774414,1,214,214,1,190,148,0.5857139825820923,0.7684209942817688,3.273891539861729e+27,3.886399517481446e+26,5.868481286487246e+27,6.463699817657471,0.9157782196998596,0.11870887130498886,0.5578771233558655,True
t1_40x40_test01260,0.3499230146408081,3,1,3,1,1600,851,749,0.5318750143051147,1,1,1,0.7650420069694519,1,717,717,1,642,552,0.4371330142021179,0.6301739811897278,4.3761647784960835e+27,5.613505446173021e+26,6.133336981566421e+27,8.401280403137207,0.8904820680618286,0.12827454507350922,0.7135047316551208,True
t1_40x40_test00410,0.35182398557662964,1,1,1,1,1600,851,749,0.5318750143051147,1,1,1,0.7365009784698486,1,618,618,1,573,510,0.4582839906215668,0.6475300192832947,4.7134595093871427e+27,1.4221875948331172e+27,6.174387332810386e+27,7.388969898223877,0.7271391749382019,0.3017290532588959,0.763388991355896,True
t1_40x40_test01120,0.3505539894104004,2,2,2,1,1600,849,751,0.5306249856948853,0.9993749856948853,1,0.9986680150032043,0.760981023311615,1,700,696,0.9942860007286072,631,560,0.45583000779151917,0.6586670279502869,4.286475528218087e+27,5.0442278560119e+26,6.167708135716177e+27,8.33178997039795,0.9015946984291077,0.11767774075269699,0.6949868202209473,True
t1_20x20_test00890,0.33738499879837036,4,1,4,1,400,205,195,0.512499988079071,1,1,1,0.6391500234603882,1,223,223,1,185,159,0.6487799882888794,0.7641029953956604,3.596607439976454e+27,3.2807844240392876e+26,5.808691404447633e+27,7.268869876861572,0.9374481439590454,0.09121885895729065,0.6191768646240234,True
t1_40x40_test00210,0.3571160137653351,1,1,1,1,1600,857,743,0.5356249809265137,1,1,1,0.7217050194740295,1,581,581,1,550,493,0.4492419958114624,0.6675639748573303,4.577807761279281e+27,1.3306430448231632e+27,6.188673672012688e+27,7.2856597900390625,0.7382181882858276,0.29067254066467285,0.7397074103355408,True
t1_40x40_test00630,0.34964099526405334,2,3,2,1,1600,848,752,0.5299999713897705,0.9987499713897705,1,0.9973400235176086,0.7485380172729492,1,658,650,0.9878420233726501,600,536,0.4587259888648987,0.6439999938011169,4.623362069556283e+27,1.0959696172494865e+27,6.179257863541656e+27,7.786159992218018,0.781157910823822,0.2370503544807434,0.7482066750526428,True
t1_40x40_test00820,0.3508780002593994,3,3,3,1,1600,852,748,0.5325000286102295,0.9987499713897705,1,0.9973260164260864,0.758201003074646,1,687,679,0.9883549809455872,631,546,0.45187801122665405,0.662198007106781,4.3856830032902124e+27,6.208387486043332e+26,6.179025877288185e+27,8.27068042755127,0.8747367858886719,0.14156033098697662,0.7097693085670471,True
t1_20x20_test00010,0.38345101475715637,1,2,1,1,400,201,199,0.5024999976158142,0.9975000023841858,1,0.9949749708175659,0.19634200632572174,0.36318400502204895,68,64,0.9411759972572327,51,48,0.9950249791145325,0.9949489831924438,7.996372835266489e+26,1.7379921305914863e+24,6.051885604469885e+27,1.7590500116348267,1.0203720331192017,0.0021734756883233786,0.13213026523590088,True
t1_80x80_test00160,0.3502120077610016,9,22,2,1,6400,3389,3011,0.5295310020446777,0.9951559901237488,0.9973440170288086,0.9926930069923401,0.8291299939155579,1,2162,2045,0.9458829760551453,1893,1727,0.3381659984588623,0.5018399953842163,5.163621455549933e+27,9.514956768948851e+26,6.130461060378353e+27,9.245849609375,0.8305501341819763,0.18426905572414398,0.8422892689704895,True
t1_40x40_test00060,0.35237398743629456,4,3,2,1,1600,845,755,0.528124988079071,0.9975000023841858,0.9976329803466797,0.9973509907722473,0.7184349894523621,0.9988170266151428,598,582,0.9732440114021301,543,499,0.4839859902858734,0.6082339882850647,4.516710078871819e+27,1.3450083360901e+27,6.175547264077741e+27,7.153689861297607,0.7346513867378235,0.2977849543094635,0.7313862442970276,True
t1_20x20_test00620,0.36191698908805847,1,1,1,1,400,208,192,0.5199999809265137,1,1,1,0.5523859858512878,0.903846025466919,202,202,1,159,135,0.6201919913291931,0.7291669845581055,2.880671003305665e+27,3.242466109379615e+26,6.31855055620781e+27,5.502530097961426,0.8860172033309937,0.11255939304828644,0.4559069573879242,True
t1_40x40_test01010,0.3514379858970642,3,1,3,1,1600,852,748,0.5325000286102295,1,1,1,0.7617120146751404,1,693,693,1,637,551,0.40962401032447815,0.6430479884147644,4.731410109832246e+27,1.2032060745731822e+27,6.215947699634501e+27,7.968510150909424,0.7811958193778992,0.2543017864227295,0.7611727714538574,True
